Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age
Bachelor,Single,90.273,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,30
PhD,Widow,82.571,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,59
PhD,Single,38.513,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,39
Master,Single,16.653,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,42
Bachelor,Together,42.586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,66
Basic,Single,23.529,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,56
Master,Together,74.881,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,60
Bachelor,Married,71.107,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,70
PhD,Together,46.91,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,57
Bachelor,Married,18.69,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,62
Bachelor,Divorced,37.244,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,66
Bachelor,Together,82.427,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,55
Master,Single,75.342,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,63
Bachelor,Divorced,70.044,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,67
Bachelor,Single,79.146,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,54
Bachelor,Married,77.437,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,58
Bachelor,Married,54.984,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,62
PhD,Married,42.403,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,50
Bachelor,Together,55.761,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,57
Bachelor,Together,37.292,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,38
PhD,Single,45.576,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,76
Bachelor,Together,70.321,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,74
PhD,Divorced,58.086,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,52
Bachelor,Married,81.795,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,69
Basic,Together,28.389,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,74
Master,Married,66.835,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,75
Bachelor,Divorced,69.901,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,52
PhD,Married,80.36,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,72
PhD,Together,63.342,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,60
Bachelor,Married,44.989,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,47
Master,Single,31.859,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,41
PhD,Widow,51.569,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,72
Bachelor,Widow,30.372,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,50
Basic,Single,16.014,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,42
Bachelor,Married,41.12,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,53
Master,Single,39.763,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,50
PhD,Married,38.725,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,66
Bachelor,Married,77.981,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,49
Master,Married,62.905,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,57
Master,Divorced,13.533,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,42
Bachelor,Together,59.481,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,46
Bachelor,Married,72.117,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,44
Master,Married,21.955,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,35
Bachelor,Married,67.131,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,65
PhD,Single,36.802,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,41
Bachelor,Together,71.853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,39
Basic,Married,28.249,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,60
Master,Married,47.808,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,46
PhD,Divorced,25.509,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,47
PhD,Married,51.012,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,75
Bachelor,Single,70.596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,36
PhD,Together,85.431,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,69
Bachelor,Married,42.664,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,54
Bachelor,Together,42.586,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,66
Bachelor,Single,29.76,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,36
PhD,Married,28.973,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,44
PhD,Together,39.435,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,48
Master,Married,65.37,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,37
Basic,Single,20.194,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,42
PhD,Single,42.473,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,45
Bachelor,Married,64.59,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,53
Bachelor,Together,71.232,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,62
Bachelor,Together,34.6,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,50
Bachelor,Single,46.904,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,54
Bachelor,Married,49.094,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,48
Bachelor,Together,36.075,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,38
Master,Together,60.839,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,42
Bachelor,Together,77.298,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,42
Bachelor,Together,34.026,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,71
PhD,Single,48.918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,58
Master,Together,82.122,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,59
Bachelor,Single,37.697,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,45
Bachelor,Together,34.074,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,69
Master,Married,28.52,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,61
Bachelor,Single,62.535,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,66
Master,Single,36.273,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,44
Bachelor,Together,63.404,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,57
Master,Together,75.774,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,40
Bachelor,Together,78.416,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,45
Bachelor,Together,75.702,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,47
Master,Together,59.385,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,70
Bachelor,Single,37.07,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,55
Bachelor,Married,44.689,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,70
Bachelor,Together,53.977,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,63
PhD,Single,7.144,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,55
Bachelor,Single,18.701,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,57
Bachelor,Married,90.369,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,65
PhD,Single,63.159,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,47
Bachelor,Together,37.758,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,55
PhD,Single,46.757,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,58
Master,Married,79.734,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,52
Bachelor,Together,63.207,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,29
Bachelor,Divorced,72.071,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,67
PhD,Together,21.84,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,38
Master,Together,58.582,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,39
Bachelor,Single,72.282,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,70
Bachelor,Married,50.387,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,65
PhD,Together,32.583,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60
Bachelor,Together,62.568,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,59
Master,Divorced,44.635,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,50
Master,Single,33.316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,50
Bachelor,Married,63.967,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,53
Master,Together,52.513,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,43
Bachelor,Married,25.293,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,52
PhD,Widow,54.111,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,56
Bachelor,Together,78.394,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,35
Master,Married,80.739,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,63
Master,Together,22.669,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,46
Bachelor,Single,29.236,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,34
Bachelor,Together,44.911,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,62
PhD,Married,54.693,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,59
Bachelor,Together,48.186,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,47
Bachelor,Married,54.809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,44
Bachelor,Together,41.58,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,43
PhD,Married,80.336,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,51
Bachelor,Married,47.743,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,64
Master,Married,62.972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,66
PhD,Divorced,57.333,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,67
PhD,Together,32.313,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,39
Master,Widow,84.953,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,68
Master,Divorced,27.071,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,53
Master,Together,68.148,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,64
Master,Together,65.735,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,56
PhD,Married,86.836,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,46
PhD,Married,4.023,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,58
Bachelor,Married,30.093,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,31
PhD,Married,57.705,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,55
Bachelor,Single,25.008,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,33
Master,Single,83.257,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,26
Bachelor,Together,22.28,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,46
PhD,Married,72.159,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,43
Bachelor,Together,64.26,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,60
PhD,Single,82.733,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,37
Master,Divorced,74.29,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,50
Master,Single,58.217,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,70
Master,Together,21.024,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,45
PhD,Married,70.116,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,49
Bachelor,Together,54.006,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,36
PhD,Married,69.063,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,55
Master,Divorced,11.448,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,46
Bachelor,Single,61.825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,42
Bachelor,Married,70.886,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,50
Bachelor,Married,69.109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,39
Bachelor,Widow,60.208,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,48
Master,Together,32.889,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,53
Bachelor,Single,34.738,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,37
Master,Together,30.538,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,50
Master,Together,82.326,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,44
PhD,Divorced,26.642,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,54
Bachelor,Divorced,69.932,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,57
Bachelor,Single,44.503,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,49
PhD,Single,60.2,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,73
Bachelor,Divorced,49.638,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,69
Master,Single,23.83,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,34
Master,Widow,33.051,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,62
Bachelor,Married,72.905,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,63
PhD,Together,69.702,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,70
Bachelor,Divorced,70.3,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,46
PhD,Married,70.643,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,37
PhD,Married,30.396,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,52
PhD,Divorced,50.616,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,53
Master,Single,62.772,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,52
PhD,Single,30.298,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,36
Bachelor,Single,52.413,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,37
PhD,Married,44.155,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,64
PhD,Divorced,86.979,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,50
Bachelor,Together,76.532,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,46
Bachelor,Married,42.081,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,39
PhD,Married,67.546,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,33
Master,Together,88.42,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,32
Bachelor,Married,31.158,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,36
Bachelor,Divorced,61.671,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,53
Bachelor,Single,69.719,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,47
Bachelor,Divorced,49.16,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,72
Basic,Together,24.882,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,43
PhD,Single,90.933,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,67
PhD,Single,113.734,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,76
PhD,Together,59.292,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,71
PhD,Married,45.759,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,57
Bachelor,Single,22.148,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,38
Master,Married,73.395,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,34
Bachelor,Divorced,29.819,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,50
Bachelor,Married,45.688,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,53
Bachelor,Married,62.82,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,67
PhD,Married,60.491,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,50
Bachelor,Together,33.235,1,0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,35
Bachelor,Married,35.701,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,62
Master,Married,31.535,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,41
Master,Together,92.556,0,0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,61
Bachelor,Single,67.384,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,51
Master,Together,80.573,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,50
Bachelor,Married,77.87,0,1,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,54
PhD,Widow,52.278,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,58
Bachelor,Single,57.107,0,1,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,53
Bachelor,Married,18.929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,31
PhD,Single,36.038,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,40
Bachelor,Single,20.18,0,0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,45
PhD,Together,34.23,1,1,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,56
Master,Single,31.878,0,1,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,44
Master,Married,70.932,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,49
Bachelor,Single,91.249,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,65
Master,Single,77.598,0,0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,78
Bachelor,Single,80.982,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,62
Master,Married,22.701,1,0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,44
PhD,Married,55.212,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,52
Bachelor,Married,70.617,0,0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,51
Bachelor,Single,64.849,0,0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,64
Master,Married,62.694,1,1,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,56
PhD,Married,61.917,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,47
PhD,Married,67.472,0,1,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,74
Master,Married,21.059,1,0,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,39
Master,Married,29.543,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,53
Bachelor,Married,75.903,0,1,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,70
Master,Together,34.984,1,1,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,46
PhD,Single,54.998,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,65
PhD,Widow,54.356,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,72
Master,Married,34.242,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,62
Bachelor,Married,25.41,1,0,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,48
PhD,Married,73.356,0,0,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,37
Bachelor,Together,28.32,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,71
Bachelor,Single,23.763,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,44
Bachelor,Married,72.57,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,37
Master,Married,34.529,1,0,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,45
Bachelor,Widow,70.792,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,70
Bachelor,Married,63.211,0,0,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,39
Master,Married,83.891,0,1,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,47
Bachelor,Single,36.065,1,1,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,53
Bachelor,Together,39.898,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,67
PhD,Single,51.141,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,81
Bachelor,Married,56.939,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,45
Bachelor,Single,80.872,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,70
PhD,Together,72.335,0,0,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,45
PhD,Single,61.798,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,57
PhD,Widow,76.842,0,0,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,71
Bachelor,Together,29.478,1,0,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,45
Bachelor,Single,46.998,0,1,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,65
Bachelor,Single,96.843,0,0,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,31
PhD,Widow,56.551,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,71
Master,Married,70.053,0,1,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,56
PhD,Widow,71.67,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,59
Bachelor,Married,44.359,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,43
Bachelor,Single,40.887,1,1,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,69
Bachelor,Divorced,48.877,0,1,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,55
Bachelor,Together,74.485,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,74
Bachelor,Together,64.474,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,49
Bachelor,Together,77.226,0,1,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,58
